127,127,127,	0.203900,0.845940,-0.492757,	3,	4,11,12
127,127,127,	0.492864,0.845768,0.204358,	3,	31,34,32
127,127,127,	0.492864,0.845768,0.204358,	3,	9,31,32
127,127,127,	0.492757,0.845940,0.203900,	3,	27,32,34
127,127,127,	0.493264,0.845595,0.204109,	3,	3,9,32
127,127,127,	0.000000,-1.000000,0.000000,	3,	17,22,14
127,127,127,	-0.000000,-1.000000,0.000000,	3,	14,39,17
127,127,127,	0.000000,-1.000000,-0.000000,	3,	14,22,18
127,127,127,	0.000000,-1.000000,-0.000000,	3,	36,39,14
127,127,127,	0.000000,-1.000000,0.000000,	3,	18,23,14
127,127,127,	-0.000000,-1.000000,0.000000,	3,	14,40,36
127,127,127,	0.000000,-1.000000,-0.000000,	3,	14,23,5
127,127,127,	0.000000,-1.000000,-0.000000,	3,	28,40,14
127,127,127,	0.000000,-1.000000,0.000000,	3,	5,11,14
127,127,127,	0.000000,-1.000000,0.000000,	3,	14,33,28
127,127,127,	0.000000,-1.000000,0.000000,	3,	14,11,4
127,127,127,	-0.000000,-1.000000,0.000000,	3,	27,33,14
127,127,127,	0.000000,-1.000000,0.000000,	3,	4,10,14
127,127,127,	0.000000,-1.000000,0.000000,	3,	14,32,27
127,127,127,	0.000000,-1.000000,0.000000,	3,	14,10,3
127,127,127,	-0.000000,-1.000000,0.000000,	3,	3,32,14
127,127,127,	-0.493264,0.845595,0.204109,	3,	39,21,17
127,127,127,	-0.492757,0.845940,0.203900,	3,	41,39,36
127,127,127,	-0.492864,0.845768,0.204358,	3,	39,38,21
127,127,127,	-0.492864,0.845768,0.204358,	3,	39,41,38
127,127,127,	-0.203900,0.845940,-0.492757,	3,	24,23,18
127,127,127,	-0.493120,0.845349,0.205467,	3,	21,38,15
127,127,127,	-0.491899,0.846184,0.204958,	3,	38,41,35
127,127,127,	-0.204358,0.845768,-0.492864,	3,	19,23,24
127,127,127,	-0.204958,0.846184,-0.491899,	3,	19,24,16
127,127,127,	-0.204358,0.845768,-0.492864,	3,	19,6,23
127,127,127,	-0.204109,0.845595,-0.493264,	3,	23,6,5
127,127,127,	-0.205467,0.845349,-0.493120,	3,	6,19,2
127,127,127,	0.205467,0.845349,0.493120,	3,	26,29,30
127,127,127,	0.204109,0.845595,0.493264,	3,	28,33,29
127,127,127,	0.204358,0.845768,0.492864,	3,	33,30,29
127,127,127,	0.204958,0.846184,0.491899,	3,	25,30,34
127,127,127,	0.204358,0.845768,0.492864,	3,	34,30,33
127,127,127,	0.491899,0.846184,-0.204958,	3,	8,12,1
127,127,127,	0.493120,0.845349,-0.205467,	3,	9,8,0
127,127,127,	0.203900,0.845940,0.492757,	3,	27,34,33
127,127,127,	0.492864,0.845768,-0.204358,	3,	10,12,8
127,127,127,	0.492864,0.845768,-0.204358,	3,	8,9,10
127,127,127,	0.492757,0.845940,-0.203900,	3,	12,10,4
127,127,127,	0.493264,0.845595,-0.204109,	3,	10,9,3

TEXTURES
thargoid_top.png	256 256	0.000000 128.000000	18.944000 173.056000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 128.000000	18.944000 82.944000	0.000000 128.000000
thargoid_top.png	256 256	37.632000 37.632000	18.944000 82.944000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 128.000000	18.944000 173.056000	37.632000 218.368000
thargoid_top.png	256 256	128.000000 128.000000	82.944000 18.944000	37.632000 37.632000
thargoid_top.png	256 256	37.632000 218.368000	82.944000 237.056000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 0.000000	82.944000 18.944000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 128.000000	82.944000 237.056000	128.000000 256.000000
thargoid_top.png	256 256	128.000000 128.000000	173.056000 18.944000	128.000000 0.000000
thargoid_top.png	256 256	128.000000 256.000000	173.056000 237.056000	128.000000 128.000000
thargoid_top.png	256 256	218.368000 37.632000	173.056000 18.944000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 128.000000	173.056000 237.056000	218.368000 218.368000
thargoid_top.png	256 256	128.000000 128.000000	237.056000 82.944000	218.368000 37.632000
thargoid_top.png	256 256	218.368000 218.368000	237.056000 173.056000	128.000000 128.000000
thargoid_top.png	256 256	256.000000 128.000000	237.056000 82.944000	128.000000 128.000000
thargoid_top.png	256 256	128.000000 128.000000	237.056000 173.056000	256.000000 128.000000
thargoid_panel2.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 256.000000	128.000000 256.000000	0.000000 128.000000
thargoid_panel2.png	256 256	256.000000 128.000000	128.000000 0.000000	128.000000 256.000000
thargoid_panel2.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 256.000000	128.000000 256.000000	0.000000 128.000000
thargoid_panel2.png	256 256	256.000000 0.000000	128.000000 0.000000	256.000000 128.000000
thargoid_panel2.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
thargoid_panel2.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
thargoid_panel2.png	256 256	256.000000 128.000000	128.000000 0.000000	128.000000 256.000000
thargoid_panel2.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	256.000000 0.000000	128.000000 0.000000	256.000000 128.000000
thargoid_panel2.png	256 256	256.000000 0.000000	128.000000 0.000000	256.000000 128.000000
thargoid_panel2.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	256.000000 128.000000	128.000000 0.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
thargoid_panel2.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
thargoid_panel2.png	256 256	256.000000 0.000000	128.000000 0.000000	256.000000 128.000000
thargoid_panel2.png	256 256	0.000000 256.000000	128.000000 256.000000	0.000000 128.000000
thargoid_panel2.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel2.png	256 256	256.000000 128.000000	128.000000 0.000000	128.000000 256.000000
thargoid_panel2.png	256 256	0.000000 256.000000	128.000000 256.000000	0.000000 128.000000
thargoid_panel2.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
thargoid_bottom.png	256 256	0.000000 128.000000	18.688000 82.688000	128.000000 128.000000
thargoid_bottom.png	256 256	128.000000 128.000000	18.688000 173.312000	0.000000 128.000000
thargoid_bottom.png	256 256	128.000000 128.000000	18.688000 82.688000	37.376000 37.376000
thargoid_bottom.png	256 256	37.376000 218.624000	18.688000 173.312000	128.000000 128.000000
thargoid_bottom.png	256 256	37.376000 37.376000	82.688000 18.688000	128.000000 128.000000
thargoid_bottom.png	256 256	128.000000 128.000000	82.688000 237.312000	37.376000 218.624000
thargoid_bottom.png	256 256	128.000000 128.000000	82.688000 18.688000	128.000000 0.000000
thargoid_bottom.png	256 256	128.000000 256.000000	82.688000 237.312000	128.000000 128.000000
thargoid_bottom.png	256 256	128.000000 0.000000	173.312000 18.688000	128.000000 128.000000
thargoid_bottom.png	256 256	128.000000 128.000000	173.312000 237.312000	128.000000 256.000000
thargoid_bottom.png	256 256	128.000000 128.000000	173.312000 18.688000	218.624000 37.376000
thargoid_bottom.png	256 256	218.624000 218.624000	173.312000 237.312000	128.000000 128.000000
thargoid_bottom.png	256 256	218.624000 37.376000	237.312000 82.688000	128.000000 128.000000
thargoid_bottom.png	256 256	128.000000 128.000000	237.312000 173.312000	218.624000 218.624000
thargoid_bottom.png	256 256	128.000000 128.000000	237.312000 82.688000	256.000000 128.000000
thargoid_bottom.png	256 256	256.000000 128.000000	237.312000 173.312000	128.000000 128.000000
thargoid_panel1.png	256 256	128.000000 256.000000	0.000000 128.000000	0.000000 256.000000
thargoid_panel1.png	256 256	256.000000 128.000000	128.000000 256.000000	256.000000 256.000000
thargoid_panel1.png	256 256	128.000000 256.000000	128.000000 0.000000	0.000000 128.000000
thargoid_panel1.png	256 256	128.000000 256.000000	256.000000 128.000000	128.000000 0.000000
thargoid_panel1.png	256 256	256.000000 128.000000	128.000000 256.000000	256.000000 256.000000
thargoid_panel1.png	256 256	0.000000 128.000000	128.000000 0.000000	0.000000 0.000000
thargoid_panel1.png	256 256	128.000000 0.000000	256.000000 128.000000	256.000000 0.000000
thargoid_panel1.png	256 256	128.000000 0.000000	128.000000 256.000000	256.000000 128.000000
thargoid_panel1.png	256 256	128.000000 0.000000	256.000000 128.000000	256.000000 0.000000
thargoid_panel1.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel1.png	256 256	128.000000 256.000000	0.000000 128.000000	0.000000 256.000000
thargoid_panel1.png	256 256	0.000000 128.000000	128.000000 0.000000	0.000000 0.000000
thargoid_panel1.png	256 256	0.000000 0.000000	0.000000 128.000000	128.000000 0.000000
thargoid_panel1.png	256 256	0.000000 256.000000	128.000000 256.000000	0.000000 128.000000
thargoid_panel1.png	256 256	128.000000 256.000000	128.000000 0.000000	0.000000 128.000000
thargoid_panel1.png	256 256	256.000000 0.000000	128.000000 0.000000	256.000000 128.000000
thargoid_panel1.png	256 256	256.000000 128.000000	128.000000 0.000000	128.000000 256.000000
thargoid_panel1.png	256 256	128.000000 0.000000	256.000000 128.000000	256.000000 0.000000
thargoid_panel1.png	256 256	0.000000 128.000000	128.000000 0.000000	0.000000 0.000000
thargoid_panel1.png	256 256	256.000000 256.000000	256.000000 128.000000	128.000000 256.000000
thargoid_panel1.png	256 256	128.000000 256.000000	256.000000 128.000000	128.000000 0.000000
thargoid_panel1.png	256 256	128.000000 0.000000	0.000000 128.000000	128.000000 256.000000
thargoid_panel1.png	256 256	256.000000 128.000000	128.000000 256.000000	256.000000 256.000000
thargoid_panel1.png	256 256	128.000000 256.000000	0.000000 128.000000	0.000000 256.000000

END
